Topic 1 	 	Topic 2 	 	Topic 3 	 	Topic 4 	 	Topic 5 	 	Topic 6 	 	Topic 7 	 	Topic 8 	 	Topic 9 	 	Topic 10 	 	Topic 11 	 	Topic 12 	 	Topic 13 	 	Topic 14 	 	Topic 15 	 	Topic 16 	 	Topic 17 	 	Topic 18 	 	
2_1_1_1 	 0.254468 	2_2_2_2 	 0.426121 	4_1_2_1 	 0.355364 	4_1_1_2 	 0.399599 	3_1_2_2 	 0.339778 	4_1_1_2 	 0.399599 	3_1_3_1 	 0.637211 	3_1_1_1 	 0.416376 	3_1_3_2 	 0.527203 	3_1_1_2 	 0.280091 	3_1_4_1 	 0.313595 	3_1_2_1 	 0.31809 	2_1_1_2 	 0.43158 	3_1_3_1 	 0.388796 	1_1_1_1 	 0.296434 	3_1_4_1 	 0.704059 	3_1_4_2 	 0.586964 	3_1_2_1 	 0.324488 	
3_1_1_1 	 0.242348 	3_1_3_1 	 0.283015 	2_1_1_1 	 0.236547 	4_1_2_2 	 0.170721 	2_1_1_2 	 0.299216 	4_1_2_2 	 0.170721 	2_1_1_2 	 0.167156 	2_1_1_2 	 0.299719 	4_1_3_2 	 0.145153 	2_1_1_2 	 0.225627 	4_1_3_1 	 0.26333 	4_1_2_2 	 0.277378 	3_1_2_1 	 0.347201 	4_1_3_2 	 0.31069 	1_1_1_2 	 0.265716 	4_1_3_2 	 0.152351 	4_1_3_2 	 0.19837 	2_1_1_1 	 0.290014 	
4_1_1_1 	 0.180765 	2_2_1_2 	 0.0852296 	3_1_2_1 	 0.163129 	3_1_1_1 	 0.117466 	4_1_2_2 	 0.220418 	3_1_1_1 	 0.117466 	3_1_2_1 	 0.0803864 	4_1_1_2 	 0.169325 	4_1_2_2 	 0.0628982 	4_1_1_2 	 0.191262 	3_1_3_1 	 0.25445 	2_1_1_2 	 0.204111 	3_1_1_1 	 0.0699549 	4_1_2_2 	 0.0914704 	2_2_2_1 	 0.108352 	3_2_4_1 	 0.0729504 	4_1_3_1 	 0.0682679 	2_1_1_2 	 0.106281 	
2_1_1_2 	 0.123659 	2_1_1_2 	 0.056887 	3_1_3_1 	 0.0938452 	3_1_3_1 	 0.103807 	4_1_2_1 	 0.0304474 	3_1_3_1 	 0.103807 	3_2_3_1 	 0.0638994 	3_2_1_1 	 0.028319 	3_2_3_2 	 0.0469941 	3_1_2_2 	 0.0874247 	2_2_2_1 	 0.0423173 	3_1_3_1 	 0.07495 	3_2_2_1 	 0.0350769 	3_1_4_1 	 0.0651978 	1_1_2_1 	 0.0538763 	4_1_3_1 	 0.0221518 	3_2_4_2 	 0.0567239 	1_1_1_3 	 0.101137 	
3_1_2_1 	 0.0948539 	3_1_2_1 	 0.0386181 	4_1_3_1 	 0.0477083 	3_1_2_1 	 0.0569939 	3_1_3_2 	 0.0259301 	3_1_2_1 	 0.0569939 	3_1_4_1 	 0.014281 	4_1_1_1 	 0.0276355 	3_1_4_2 	 0.0428031 	4_1_1_1 	 0.0730714 	3_2_3_1 	 0.0347803 	3_2_2_1 	 0.0379106 	4_1_1_2 	 0.0319094 	2_1_1_2 	 0.0316885 	1_1_1_3 	 0.0432473 	3_1_3_1 	 0.0149145 	3_1_3_2 	 0.0259449 	2_2_1_1 	 0.0493906 	
4_1_1_2 	 0.0388134 	1_2_1_3 	 0.0281455 	4_1_1_1 	 0.023456 	4_1_3_2 	 0.0490033 	3_2_2_2 	 0.0231281 	4_1_3_2 	 0.0490033 	2_2_2_1 	 0.0135926 	2_1_1_1 	 0.0172192 	2_1_1_2 	 0.0416133 	2_1_1_1 	 0.0303563 	3_2_4_1 	 0.0237571 	2_1_1_1 	 0.0226172 	4_1_2_2 	 0.0237363 	4_1_3_1 	 0.0293625 	1_1_2_2 	 0.0378186 	2_2_2_2 	 0.0126317 	2_2_2_1 	 0.0118026 	2_2_2_1 	 0.0448895 	
3_2_1_1 	 0.0185049 	4_1_2_2 	 0.0149116 	2_1_1_2 	 0.0217482 	2_1_1_2 	 0.0298002 	2_1_1_1 	 0.0136958 	2_1_1_2 	 0.0298002 	2_1_1_1 	 0.00998456 	2_2_1_2 	 0.0087666 	4_1_2_1 	 0.0270276 	4_1_2_2 	 0.0248501 	1_1_1_3 	 0.0222483 	4_1_2_1 	 0.021869 	2_2_1_2 	 0.0177349 	4_1_2_1 	 0.0223129 	2_2_2_2 	 0.0345136 	3_2_3_1 	 0.00634437 	3_2_3_2 	 0.0115339 	3_1_1_1 	 0.0178072 	
3_2_2_1 	 0.0139222 	3_1_4_1 	 0.0145148 	3_2_2_1 	 0.018291 	4_1_1_1 	 0.0163769 	2_2_1_2 	 0.011854 	4_1_1_1 	 0.0163769 	2_2_2_2 	 0.00412168 	3_1_2_1 	 0.00828097 	4_1_3_1 	 0.0258628 	3_2_1_2 	 0.0167211 	1_2_1_3 	 0.00922543 	3_2_3_1 	 0.018023 	3_2_1_1 	 0.0108258 	3_2_3_1 	 0.0206258 	1_1_2_3 	 0.0273902 	3_1_2_1 	 0.00340078 	1_1_2_3 	 0.01104 	1_1_1_2 	 0.015752 	
4_1_2_1 	 0.00768427 	1_2_1_1 	 0.0114722 	4_1_2_2 	 0.00768298 	2_1_1_1 	 0.0102178 	4_1_1_2 	 0.00628071 	2_1_1_1 	 0.0102178 	3_1_1_1 	 0.00260339 	4_1_2_2 	 0.00773149 	3_1_2_2 	 0.0195727 	4_1_2_1 	 0.0160009 	4_1_2_1 	 0.00864781 	4_1_3_2 	 0.00843358 	4_1_1_1 	 0.00853242 	3_1_2_1 	 0.00736914 	1_2_1_2 	 0.0242604 	2_1_1_2 	 0.00288847 	1_1_2_2 	 0.010042 	2_2_1_2 	 0.0150878 	
